GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0021800015,7,202322,John Wall,1610612764,Washington Wizards,1,11,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,10,202322,John Wall,1610612764,Washington Wizards,1,11,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,205,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,15,202693,Markieff Morris,1610612764,Washington Wizards,1,10,48,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-52,96,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,18,202322,John Wall,1610612764,Washington Wizards,1,10,12,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-43,153,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,24,203078,Bradley Beal,1610612764,Washington Wizards,1,9,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,139,13,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,36,202322,John Wall,1610612764,Washington Wizards,1,8,43,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,1,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,40,203078,Bradley Beal,1610612764,Washington Wizards,1,8,24,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,-5,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,48,202693,Markieff Morris,1610612764,Washington Wizards,1,7,53,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-76,122,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,63,203490,Otto Porter Jr.,1610612764,Washington Wizards,1,7,13,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-11,152,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,69,202693,Markieff Morris,1610612764,Washington Wizards,1,6,36,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,95,67,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,71,101133,Ian Mahinmi,1610612764,Washington Wizards,1,6,32,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,43,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,74,202322,John Wall,1610612764,Washington Wizards,1,6,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-209,155,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,76,202693,Markieff Morris,1610612764,Washington Wizards,1,5,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,232,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,83,203078,Bradley Beal,1610612764,Washington Wizards,1,5,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,238,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,94,202693,Markieff Morris,1610612764,Washington Wizards,1,4,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-166,206,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,98,101133,Ian Mahinmi,1610612764,Washington Wizards,1,4,12,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,17,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,110,201145,Jeff Green,1610612764,Washington Wizards,1,3,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-105,238,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,119,203078,Bradley Beal,1610612764,Washington Wizards,1,3,29,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,26,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,141,203085,Austin Rivers,1610612764,Washington Wizards,1,2,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-1,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,144,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,1,2,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-122,252,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,149,201145,Jeff Green,1610612764,Washington Wizards,1,1,21,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-101,120,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,160,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,1,0,28,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,11,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,164,201145,Jeff Green,1610612764,Washington Wizards,1,0,0,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Back Court(BC),Back Court Shot,40,64,401,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,178,201160,Jason Smith,1610612764,Washington Wizards,2,11,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,152,13,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,182,203085,Austin Rivers,1610612764,Washington Wizards,2,10,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-133,252,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,188,201160,Jason Smith,1610612764,Washington Wizards,2,9,52,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,10,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,204,203085,Austin Rivers,1610612764,Washington Wizards,2,8,52,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,2,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,210,203107,Tomas Satoransky,1610612764,Washington Wizards,2,8,10,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3,67,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,217,201160,Jason Smith,1610612764,Washington Wizards,2,7,49,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-5,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,236,202693,Markieff Morris,1610612764,Washington Wizards,2,7,19,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,33,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,240,203085,Austin Rivers,1610612764,Washington Wizards,2,6,49,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,13,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,254,202322,John Wall,1610612764,Washington Wizards,2,6,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,20,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,260,202322,John Wall,1610612764,Washington Wizards,2,5,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-4,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,273,203085,Austin Rivers,1610612764,Washington Wizards,2,5,22,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,36,74,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,281,202322,John Wall,1610612764,Washington Wizards,2,4,51,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,22,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,285,202322,John Wall,1610612764,Washington Wizards,2,4,25,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,49,65,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,318,203085,Austin Rivers,1610612764,Washington Wizards,2,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,111,230,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,337,202322,John Wall,1610612764,Washington Wizards,2,1,58,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-187,49,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,340,202322,John Wall,1610612764,Washington Wizards,2,1,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,227,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,344,203490,Otto Porter Jr.,1610612764,Washington Wizards,2,1,19,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,15,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,346,203490,Otto Porter Jr.,1610612764,Washington Wizards,2,1,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,15,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,368,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,2,0,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,11,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,371,202322,John Wall,1610612764,Washington Wizards,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,151,235,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,399,202693,Markieff Morris,1610612764,Washington Wizards,3,11,14,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-53,41,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,409,203078,Bradley Beal,1610612764,Washington Wizards,3,10,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,61,251,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,418,203490,Otto Porter Jr.,1610612764,Washington Wizards,3,9,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,18,184,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,431,203078,Bradley Beal,1610612764,Washington Wizards,3,9,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,78,248,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,435,203078,Bradley Beal,1610612764,Washington Wizards,3,8,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-43,264,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,443,203078,Bradley Beal,1610612764,Washington Wizards,3,8,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,210,142,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,470,201145,Jeff Green,1610612764,Washington Wizards,3,6,52,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,14,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,482,201145,Jeff Green,1610612764,Washington Wizards,3,6,19,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,22,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,486,203078,Bradley Beal,1610612764,Washington Wizards,3,5,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,168,205,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,501,202322,John Wall,1610612764,Washington Wizards,3,4,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,139,124,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,506,203078,Bradley Beal,1610612764,Washington Wizards,3,4,28,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-3,22,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,508,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,3,4,26,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,15,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,515,201145,Jeff Green,1610612764,Washington Wizards,3,4,3,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,55,121,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,519,203078,Bradley Beal,1610612764,Washington Wizards,3,3,42,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-65,173,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,545,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,3,2,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-81,236,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,566,201145,Jeff Green,1610612764,Washington Wizards,3,1,52,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,9,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,578,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,3,1,15,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,12,31,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,581,203107,Tomas Satoransky,1610612764,Washington Wizards,3,0,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,20,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,595,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,4,11,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,29,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,610,203490,Otto Porter Jr.,1610612764,Washington Wizards,4,10,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-145,61,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,615,201145,Jeff Green,1610612764,Washington Wizards,4,10,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,130,222,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,619,203085,Austin Rivers,1610612764,Washington Wizards,4,9,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,210,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,622,203490,Otto Porter Jr.,1610612764,Washington Wizards,4,9,0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,24,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,638,201145,Jeff Green,1610612764,Washington Wizards,4,8,17,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-21,45,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,640,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,4,8,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,56,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,642,201145,Jeff Green,1610612764,Washington Wizards,4,8,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,27,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,659,201145,Jeff Green,1610612764,Washington Wizards,4,7,22,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,55,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,671,202322,John Wall,1610612764,Washington Wizards,4,6,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,40,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,680,203078,Bradley Beal,1610612764,Washington Wizards,4,6,13,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,21,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,685,202322,John Wall,1610612764,Washington Wizards,4,5,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,6,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,691,201145,Jeff Green,1610612764,Washington Wizards,4,5,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,13,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,700,203078,Bradley Beal,1610612764,Washington Wizards,4,4,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-222,140,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,706,203490,Otto Porter Jr.,1610612764,Washington Wizards,4,3,44,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,137,106,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,712,203078,Bradley Beal,1610612764,Washington Wizards,4,3,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,13,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,730,203078,Bradley Beal,1610612764,Washington Wizards,4,2,26,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,14,1,1,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,737,203078,Bradley Beal,1610612764,Washington Wizards,4,2,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,9,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,741,202693,Markieff Morris,1610612764,Washington Wizards,4,1,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,116,232,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800015,761,202322,John Wall,1610612764,Washington Wizards,4,0,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-135,220,1,0,20181018,WAS,MIA,2018-19
Shot Chart Detail,0021800027,9,202322,John Wall,1610612764,Washington Wizards,1,11,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,112,109,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,13,203490,Otto Porter Jr.,1610612764,Washington Wizards,1,11,20,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,67,122,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,18,203490,Otto Porter Jr.,1610612764,Washington Wizards,1,10,46,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-3,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,21,203078,Bradley Beal,1610612764,Washington Wizards,1,10,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,13,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,28,202322,John Wall,1610612764,Washington Wizards,1,10,19,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,2,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,79,202322,John Wall,1610612764,Washington Wizards,1,9,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,15,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,44,203078,Bradley Beal,1610612764,Washington Wizards,1,9,32,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,81,53,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,46,101133,Ian Mahinmi,1610612764,Washington Wizards,1,9,28,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-33,90,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,51,203490,Otto Porter Jr.,1610612764,Washington Wizards,1,9,7,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,50,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,57,203078,Bradley Beal,1610612764,Washington Wizards,1,8,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,68,243,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,60,203490,Otto Porter Jr.,1610612764,Washington Wizards,1,8,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,28,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,64,203490,Otto Porter Jr.,1610612764,Washington Wizards,1,7,46,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,71,202322,John Wall,1610612764,Washington Wizards,1,7,2,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-34,110,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,74,202322,John Wall,1610612764,Washington Wizards,1,6,44,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-73,243,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,87,101133,Ian Mahinmi,1610612764,Washington Wizards,1,6,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-9,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,93,202322,John Wall,1610612764,Washington Wizards,1,5,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-152,91,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,108,201160,Jason Smith,1610612764,Washington Wizards,1,4,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,-4,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,126,203085,Austin Rivers,1610612764,Washington Wizards,1,3,22,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,38,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,140,203078,Bradley Beal,1610612764,Washington Wizards,1,3,1,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-17,70,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,142,201160,Jason Smith,1610612764,Washington Wizards,1,2,58,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-24,49,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,158,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,1,2,25,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,27,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,165,203085,Austin Rivers,1610612764,Washington Wizards,1,2,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-202,170,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,169,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,1,1,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,210,127,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,171,1626162,Kelly Oubre Jr.,1610612764,Washington Wizards,1,1,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,6,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,176,203085,Austin Rivers,1610612764,Washington Wizards,1,0,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,25,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,180,201160,Jason Smith,1610612764,Washington Wizards,1,0,25,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,10,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,184,201145,Jeff Green,1610612764,Washington Wizards,1,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,39,-17,394,1,0,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,188,203085,Austin Rivers,1610612764,Washington Wizards,2,11,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,188,175,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,199,203107,Tomas Satoransky,1610612764,Washington Wizards,2,10,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,204,1,1,20181020,WAS,TOR,2018-19
Shot Chart Detail,0021800027,202,203107,Tomas Satoransky,1610612764,Washington Wizards,2,10,16,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,161,63,1,0,20181020,WAS,TOR,2018-19
